河南电信央视,#genre#
CCTV3,http://123.54.179.135/PLTV/88888888/224/3221227053/index.m3u8
CCTV3,http://123.54.179.136/PLTV/88888888/224/3221227053/index.m3u8
CCTV3,http://123.54.179.73/PLTV/88888888/224/3221227053/index.m3u8
CCTV3,http://123.54.179.137/PLTV/88888888/224/3221227053/index.m3u8
CCTV3,http://123.54.179.138/PLTV/88888888/224/3221227053/index.m3u8
CCTV3,http://123.54.179.139/PLTV/88888888/224/3221227053/index.m3u8
CCTV3,http://123.54.179.140/PLTV/88888888/224/3221227053/index.m3u8
CCTV3,http://123.54.179.74/PLTV/88888888/224/3221227053/index.m3u8
CCTV3,http://123.54.179.69/PLTV/88888888/224/3221227053/index.m3u8
CCTV3,http://123.54.179.70/PLTV/88888888/224/3221227053/index.m3u8
CCTV3,http://123.54.179.71/PLTV/88888888/224/3221227053/index.m3u8
CCTV3,http://222.85.69.6/PLTV/88888888/224/3221227053/index.m3u8

CCTV4,http://123.54.179.72/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.133/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.134/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.135/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.136/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.73/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.137/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.138/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.139/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.140/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.74/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.69/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.70/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://123.54.179.71/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://222.85.69.6/PLTV/88888888/224/3221227050/index.m3u8
CCTV4,http://222.85.69.6/TVOD/88888888/224/3221227050/index.m3u8

CCTV5,http://123.54.179.72/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.133/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.134/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.135/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.136/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.73/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.137/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.138/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.139/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.140/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.74/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.69/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.70/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://123.54.179.71/PLTV/88888888/224/3221227047/index.m3u8
CCTV5,http://222.85.69.6/PLTV/88888888/224/3221227047/index.m3u8


CCTV5+,http://123.54.179.72/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://123.54.179.133/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://123.54.179.134/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://123.54.179.135/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://123.54.179.136/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://123.54.179.73/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://123.54.179.137/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://123.54.179.138/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://123.54.179.139/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://123.54.179.74/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://123.54.179.69/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://123.54.179.70/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://123.54.179.71/PLTV/88888888/224/3221227220/index.m3u8

CCTV5+,http://222.85.69.6/PLTV/88888888/224/3221227220/index.m3u8


CCTV6,http://123.54.179.72/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.133/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.134/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.135/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.136/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.73/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.137/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.138/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.139/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.140/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.74/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.69/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.70/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://123.54.179.71/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://222.85.69.6/PLTV/88888888/224/3221227046/index.m3u8
CCTV6,http://222.85.69.6/TVOD/88888888/224/3221227046/index.m3u8

CCTV7,http://123.54.179.72/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.133/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.134/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.135/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.136/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.73/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.137/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.138/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.139/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.140/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.74/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.69/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.70/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://123.54.179.71/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://222.85.69.6/PLTV/88888888/224/3221227084/index.m3u8
CCTV7,http://222.85.69.6/TVOD/88888888/224/3221227084/index.m3u8

CCTV8,http://123.54.179.72/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.133/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.134/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.135/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.136/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.73/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.137/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.138/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.139/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.140/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.74/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.69/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.70/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://123.54.179.71/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://222.85.69.6/PLTV/88888888/224/3221227081/index.m3u8
CCTV8,http://222.85.69.6/TVOD/88888888/224/3221227081/index.m3u8

CCTV9,http://123.54.179.72/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.133/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.134/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.135/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.136/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.73/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.137/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.138/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.139/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.140/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.74/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.69/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.70/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://123.54.179.71/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://222.85.69.6/PLTV/88888888/224/3221227078/index.m3u8
CCTV9,http://222.85.69.6/TVOD/88888888/224/3221227078/index.m3u8

CCTV10,http://123.54.179.72/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.133/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.134/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.135/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.136/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.73/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.137/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.138/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.139/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.140/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.74/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.69/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.70/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://123.54.179.71/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://222.85.69.6/PLTV/88888888/224/3221227043/index.m3u8
CCTV10,http://222.85.69.6/TVOD/88888888/224/3221227043/index.m3u8

CCTV11,http://123.54.179.72/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.133/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.134/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.135/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.136/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.73/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.137/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.138/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.139/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.140/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.74/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.69/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.70/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://123.54.179.71/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://222.85.69.6/PLTV/88888888/224/3221227040/index.m3u8
CCTV11,http://222.85.69.6/TVOD/88888888/224/3221227040/index.m3u8

CCTV12,http://123.54.179.72/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.133/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.134/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.135/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.136/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.73/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.137/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.138/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.139/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.140/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.74/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.69/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.70/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://123.54.179.71/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://222.85.69.6/PLTV/88888888/224/3221227044/index.m3u8
CCTV12,http://222.85.69.6/TVOD/88888888/224/3221227044/index.m3u8

CCTV13,http://123.54.179.72/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.133/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.134/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.135/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.136/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.73/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.137/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.138/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.139/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.140/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.74/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.69/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.70/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://123.54.179.71/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://222.85.69.6/PLTV/88888888/224/3221227041/index.m3u8
CCTV13,http://222.85.69.6/TVOD/88888888/224/3221227041/index.m3u8

CCTV14,http://123.54.179.72/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.133/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.134/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.135/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.136/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.73/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.137/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.138/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.139/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.140/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.74/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.69/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.70/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://123.54.179.71/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://222.85.69.6/PLTV/88888888/224/3221227038/index.m3u8
CCTV14,http://222.85.69.6/TVOD/88888888/224/3221227038/index.m3u8

CCTV15,http://123.54.179.72/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.133/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.134/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.135/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.136/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.73/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.137/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.138/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.139/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.140/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.74/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.69/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.70/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://123.54.179.71/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://222.85.69.6/PLTV/88888888/224/3221227037/index.m3u8
CCTV15,http://222.85.69.6/TVOD/88888888/224/3221227037/index.m3u8

CCTV17,http://123.54.179.72/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.133/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.134/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.135/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.136/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.73/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.137/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.138/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.139/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.140/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.74/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.69/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.70/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://123.54.179.71/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://222.85.69.6/PLTV/88888888/224/3221227072/index.m3u8
CCTV17,http://222.85.69.6/TVOD/88888888/224/3221227072/index.m3u8

CCTV4K,http://123.54.179.69/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.70/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.71/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.72/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.133/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.134/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.135/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.136/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.73/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.137/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.138/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.139/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.140/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://123.54.179.74/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://222.85.69.6/PLTV/88888888/224/3221227244/index.m3u8
CCTV4K,http://222.85.69.6/TVOD/88888888/224/3221227244/index.m3u8

河南电信卫视,#genre#

河南卫视,http://123.54.179.72/PLTV/88888888/224/3221226984/index.m3u8
贵州卫视,http://123.54.179.72/PLTV/88888888/224/3221227001/index.m3u8
山东卫视,http://123.54.179.72/PLTV/88888888/224/3221227004/index.m3u8
江苏卫视,http://123.54.179.72/PLTV/88888888/224/3221227007/index.m3u8
浙江卫视,http://123.54.179.72/PLTV/88888888/224/3221227008/index.m3u8
陕西卫视,http://123.54.179.72/PLTV/88888888/224/3221227011/index.m3u8
甘肃卫视,http://123.54.179.72/PLTV/88888888/224/3221227013/index.m3u8
辽宁卫视,http://123.54.179.72/PLTV/88888888/224/3221227014/index.m3u8
海南卫视,http://123.54.179.72/PLTV/88888888/224/3221227016/index.m3u8
安徽卫视,http://123.54.179.72/PLTV/88888888/224/3221227017/index.m3u8
东方卫视,http://123.54.179.72/PLTV/88888888/224/3221227020/index.m3u8
湖南卫视,http://123.54.179.72/PLTV/88888888/224/3221227021/index.m3u8
吉林卫视,http://123.54.179.72/PLTV/88888888/224/3221227022/index.m3u8
东南卫视,http://123.54.179.72/PLTV/88888888/224/3221227023/index.m3u8
江西卫视,http://123.54.179.72/PLTV/88888888/224/3221227024/index.m3u8
重庆卫视,http://123.54.179.72/PLTV/88888888/224/3221227025/index.m3u8
四川卫视,http://123.54.179.72/PLTV/88888888/224/3221227026/index.m3u8
河北卫视,http://123.54.179.72/PLTV/88888888/224/3221227027/index.m3u8
深圳卫视,http://123.54.179.72/PLTV/88888888/224/3221227029/index.m3u8
广东卫视,http://123.54.179.72/PLTV/88888888/224/3221227033/index.m3u8
北京卫视,http://123.54.179.72/PLTV/88888888/224/3221227036/index.m3u8
黑龙江卫视,http://123.54.179.72/PLTV/88888888/224/3221227039/index.m3u8
广西卫视,http://123.54.179.72/PLTV/88888888/224/3221227045/index.m3u8
云南卫视,http://123.54.179.72/PLTV/88888888/224/3221227051/index.m3u8
天津卫视,http://123.54.179.72/PLTV/88888888/224/3221227054/index.m3u8
湖北卫视,http://123.54.179.72/PLTV/88888888/224/3221227057/index.m3u8
河南卫视,http://123.54.179.133/PLTV/88888888/224/3221226984/index.m3u8
贵州卫视,http://123.54.179.133/PLTV/88888888/224/3221227001/index.m3u8
山东卫视,http://123.54.179.133/PLTV/88888888/224/3221227004/index.m3u8
江苏卫视,http://123.54.179.133/PLTV/88888888/224/3221227007/index.m3u8
浙江卫视,http://123.54.179.133/PLTV/88888888/224/3221227008/index.m3u8
陕西卫视,http://123.54.179.133/PLTV/88888888/224/3221227011/index.m3u8
甘肃卫视,http://123.54.179.133/PLTV/88888888/224/3221227013/index.m3u8
辽宁卫视,http://123.54.179.133/PLTV/88888888/224/3221227014/index.m3u8
海南卫视,http://123.54.179.133/PLTV/88888888/224/3221227016/index.m3u8
安徽卫视,http://123.54.179.133/PLTV/88888888/224/3221227017/index.m3u8
东方卫视,http://123.54.179.133/PLTV/88888888/224/3221227020/index.m3u8
湖南卫视,http://123.54.179.133/PLTV/88888888/224/3221227021/index.m3u8
吉林卫视,http://123.54.179.133/PLTV/88888888/224/3221227022/index.m3u8
东南卫视,http://123.54.179.133/PLTV/88888888/224/3221227023/index.m3u8
江西卫视,http://123.54.179.133/PLTV/88888888/224/3221227024/index.m3u8
重庆卫视,http://123.54.179.133/PLTV/88888888/224/3221227025/index.m3u8
四川卫视,http://123.54.179.133/PLTV/88888888/224/3221227026/index.m3u8
河北卫视,http://123.54.179.133/PLTV/88888888/224/3221227027/index.m3u8
深圳卫视,http://123.54.179.133/PLTV/88888888/224/3221227029/index.m3u8
广东卫视,http://123.54.179.133/PLTV/88888888/224/3221227033/index.m3u8
北京卫视,http://123.54.179.133/PLTV/88888888/224/3221227036/index.m3u8
黑龙江卫视,http://123.54.179.133/PLTV/88888888/224/3221227039/index.m3u8
广西卫视,http://123.54.179.133/PLTV/88888888/224/3221227045/index.m3u8
云南卫视,http://123.54.179.133/PLTV/88888888/224/3221227051/index.m3u8
天津卫视,http://123.54.179.133/PLTV/88888888/224/3221227054/index.m3u8
湖北卫视,http://123.54.179.133/PLTV/88888888/224/3221227057/index.m3u8
河南卫视,http://123.54.179.134/PLTV/88888888/224/3221226984/index.m3u8
贵州卫视,http://123.54.179.134/PLTV/88888888/224/3221227001/index.m3u8
山东卫视,http://123.54.179.134/PLTV/88888888/224/3221227004/index.m3u8
江苏卫视,http://123.54.179.134/PLTV/88888888/224/3221227007/index.m3u8
